"","term","description","gene","count","namespace"
"288","GO:0000166","nucleotide binding","CHAFR746836.1.1_0077390.1",1,"molecular_function"
"289","GO:0000166","nucleotide binding","CHAFR746836.1.1_0092960.1",1,"molecular_function"
"290","GO:0000166","nucleotide binding","CHAFR746836.1.1_0052300.1",1,"molecular_function"
"291","GO:0000166","nucleotide binding","CHAFR746836.1.1_0018120.1",1,"molecular_function"
"292","GO:0000166","nucleotide binding","CHAFR746836.1.1_0006550.1",1,"molecular_function"
"293","GO:0000166","nucleotide binding","CHAFR746836.1.1_0044540.1",1,"molecular_function"
"294","GO:0000166","nucleotide binding","CHAFR746836.1.1_0091620.1",1,"molecular_function"
"295","GO:0000166","nucleotide binding","CHAFR746836.1.1_0059810.1",1,"molecular_function"
"296","GO:0000166","nucleotide binding","CHAFR746836.1.1_0057140.1",1,"molecular_function"
"297","GO:0000166","nucleotide binding","CHAFR746836.1.1_0081400.1",1,"molecular_function"
"298","GO:0000166","nucleotide binding","CHAFR746836.1.1_0064570.2",1,"molecular_function"
"299","GO:0000166","nucleotide binding","CHAFR746836.1.1_0004970.1",1,"molecular_function"
"300","GO:0000166","nucleotide binding","CHAFR746836.1.1_0073260.1",1,"molecular_function"
"301","GO:0000166","nucleotide binding","CHAFR746836.1.1_0035220.1",1,"molecular_function"
"302","GO:0000166","nucleotide binding","CHAFR746836.1.1_0015120.1",1,"molecular_function"
"303","GO:0000166","nucleotide binding","CHAFR746836.1.1_0066710.2",1,"molecular_function"
"304","GO:0000166","nucleotide binding","CHAFR746836.1.1_0089050.1",1,"molecular_function"
"305","GO:0000166","nucleotide binding","CHAFR746836.1.1_0034430.1",1,"molecular_function"
"306","GO:0000166","nucleotide binding","CHAFR746836.1.1_0002380.1",1,"molecular_function"
"307","GO:0000166","nucleotide binding","CHAFR746836.1.1_0043980.1",1,"molecular_function"
"308","GO:0000166","nucleotide binding","CHAFR746836.1.1_0005320.1",1,"molecular_function"
"309","GO:0000166","nucleotide binding","CHAFR746836.1.1_0002150.1",1,"molecular_function"
"310","GO:0000166","nucleotide binding","CHAFR746836.1.1_0017080.1",1,"molecular_function"
"311","GO:0000166","nucleotide binding","CHAFR746836.1.1_0035050.1",1,"molecular_function"
"312","GO:0000166","nucleotide binding","CHAFR746836.1.1_0074770.1",1,"molecular_function"
"313","GO:0000166","nucleotide binding","CHAFR746836.1.1_0010430.1",1,"molecular_function"
"314","GO:0000166","nucleotide binding","CHAFR746836.1.1_0024440.1",1,"molecular_function"
"315","GO:0000166","nucleotide binding","CHAFR746836.1.1_0050630.1",1,"molecular_function"
"316","GO:0000166","nucleotide binding","CHAFR746836.1.1_0076290.1",1,"molecular_function"
"317","GO:0000166","nucleotide binding","CHAFR746836.1.1_0044080.1",1,"molecular_function"
"318","GO:0000166","nucleotide binding","CHAFR746836.1.1_0085100.1",1,"molecular_function"
"319","GO:0000166","nucleotide binding","CHAFR746836.1.1_0017950.1",1,"molecular_function"
"320","GO:0000166","nucleotide binding","CHAFR746836.1.1_0073410.1",1,"molecular_function"
"321","GO:0000166","nucleotide binding","CHAFR746836.1.1_0069660.1",1,"molecular_function"
"322","GO:0000166","nucleotide binding","CHAFR746836.1.1_0030720.1",1,"molecular_function"
"323","GO:0000166","nucleotide binding","CHAFR746836.1.1_0007680.1",1,"molecular_function"
"324","GO:0000166","nucleotide binding","CHAFR746836.1.1_0039290.1",1,"molecular_function"
"325","GO:0000166","nucleotide binding","CHAFR746836.1.1_0092650.1",1,"molecular_function"
"326","GO:0000166","nucleotide binding","CHAFR746836.1.1_0046350.1",1,"molecular_function"
"327","GO:0000166","nucleotide binding","CHAFR746836.1.1_0027570.1",1,"molecular_function"
"328","GO:0000166","nucleotide binding","CHAFR746836.1.1_0074340.1",1,"molecular_function"
"329","GO:0000166","nucleotide binding","CHAFR746836.1.1_0059080.1",1,"molecular_function"
"330","GO:0000166","nucleotide binding","CHAFR746836.1.1_0016870.1",1,"molecular_function"
"331","GO:0000166","nucleotide binding","CHAFR746836.1.1_0063990.1",1,"molecular_function"
"332","GO:0000166","nucleotide binding","CHAFR746836.1.1_0036850.1",1,"molecular_function"
"333","GO:0000166","nucleotide binding","CHAFR746836.1.1_0060950.1",1,"molecular_function"
"334","GO:0000166","nucleotide binding","CHAFR746836.1.1_0096630.1",1,"molecular_function"
"335","GO:0000166","nucleotide binding","CHAFR746836.1.1_0074540.1",1,"molecular_function"
"336","GO:0000166","nucleotide binding","CHAFR746836.1.1_0016060.1",1,"molecular_function"
"337","GO:0000166","nucleotide binding","CHAFR746836.1.1_0055560.1",1,"molecular_function"
"338","GO:0000166","nucleotide binding","CHAFR746836.1.1_0022010.1",1,"molecular_function"
"339","GO:0000166","nucleotide binding","CHAFR746836.1.1_0054530.1",1,"molecular_function"
"340","GO:0000166","nucleotide binding","CHAFR746836.1.1_0054380.1",1,"molecular_function"
"341","GO:0000166","nucleotide binding","CHAFR746836.1.1_0080870.1",1,"molecular_function"
"342","GO:0000166","nucleotide binding","CHAFR746836.1.1_0046160.1",1,"molecular_function"
"343","GO:0000166","nucleotide binding","CHAFR746836.1.1_0093890.1",1,"molecular_function"
"344","GO:0000166","nucleotide binding","CHAFR746836.1.1_0057670.1",1,"molecular_function"
"345","GO:0000166","nucleotide binding","CHAFR746836.1.1_0033230.3",1,"molecular_function"
"346","GO:0000166","nucleotide binding","CHAFR746836.1.1_0018140.1",1,"molecular_function"
"347","GO:0000166","nucleotide binding","CHAFR746836.1.1_0021200.1",1,"molecular_function"
"348","GO:0000166","nucleotide binding","CHAFR746836.1.1_0001100.1",1,"molecular_function"
"349","GO:0000166","nucleotide binding","CHAFR746836.1.1_0078670.1",1,"molecular_function"
"350","GO:0000166","nucleotide binding","CHAFR746836.1.1_0072460.1",1,"molecular_function"
"351","GO:0000166","nucleotide binding","CHAFR746836.1.1_0052690.1",1,"molecular_function"
"352","GO:0000166","nucleotide binding","CHAFR746836.1.1_0071710.1",1,"molecular_function"
"353","GO:0000166","nucleotide binding","CHAFR746836.1.1_0019000.1",1,"molecular_function"
"354","GO:0000166","nucleotide binding","CHAFR746836.1.1_0039160.1",1,"molecular_function"
"355","GO:0000166","nucleotide binding","CHAFR746836.1.1_0100130.1",1,"molecular_function"
"356","GO:0000166","nucleotide binding","CHAFR746836.1.1_0016320.1",1,"molecular_function"
"357","GO:0000166","nucleotide binding","CHAFR746836.1.1_0011240.1",1,"molecular_function"
"358","GO:0000166","nucleotide binding","CHAFR746836.1.1_0036250.1",1,"molecular_function"
"359","GO:0000166","nucleotide binding","CHAFR746836.1.1_0028660.1",1,"molecular_function"
"360","GO:0000166","nucleotide binding","CHAFR746836.1.1_0080250.1",1,"molecular_function"
"361","GO:0000166","nucleotide binding","CHAFR746836.1.1_0075640.1",1,"molecular_function"
"362","GO:0000166","nucleotide binding","CHAFR746836.1.1_0090210.1",1,"molecular_function"
"363","GO:0000166","nucleotide binding","CHAFR746836.1.1_0052060.1",1,"molecular_function"
"364","GO:0000166","nucleotide binding","CHAFR746836.1.1_0038200.1",1,"molecular_function"
"365","GO:0000166","nucleotide binding","CHAFR746836.1.1_0041750.1",1,"molecular_function"
"366","GO:0000166","nucleotide binding","CHAFR746836.1.1_0028440.1",1,"molecular_function"
"367","GO:0000166","nucleotide binding","CHAFR746836.1.1_0043230.1",1,"molecular_function"
"368","GO:0000166","nucleotide binding","CHAFR746836.1.1_0016680.1",1,"molecular_function"
"369","GO:0000166","nucleotide binding","CHAFR746836.1.1_0040970.1",1,"molecular_function"
"370","GO:0000166","nucleotide binding","CHAFR746836.1.1_0090960.1",1,"molecular_function"
"371","GO:0000166","nucleotide binding","CHAFR746836.1.1_0042250.1",1,"molecular_function"
"372","GO:0000166","nucleotide binding","CHAFR746836.1.1_0033060.1",1,"molecular_function"
"373","GO:0000166","nucleotide binding","CHAFR746836.1.1_0046900.1",1,"molecular_function"
"374","GO:0000166","nucleotide binding","CHAFR746836.1.1_0072650.1",1,"molecular_function"
"375","GO:0000166","nucleotide binding","CHAFR746836.1.1_0046880.1",1,"molecular_function"
"376","GO:0000166","nucleotide binding","CHAFR746836.1.1_0032150.1",1,"molecular_function"
"377","GO:0000166","nucleotide binding","CHAFR746836.1.1_0062980.1",1,"molecular_function"
"378","GO:0000166","nucleotide binding","CHAFR746836.1.1_0057770.1",1,"molecular_function"
"379","GO:0000166","nucleotide binding","CHAFR746836.1.1_0030440.1",1,"molecular_function"
"380","GO:0000166","nucleotide binding","CHAFR746836.1.1_0036170.1",1,"molecular_function"
"381","GO:0000166","nucleotide binding","CHAFR746836.1.1_0046430.1",1,"molecular_function"
"382","GO:0000166","nucleotide binding","CHAFR746836.1.1_0019800.1",1,"molecular_function"
"383","GO:0000166","nucleotide binding","CHAFR746836.1.1_0070860.1",1,"molecular_function"
"384","GO:0000166","nucleotide binding","CHAFR746836.1.1_0040190.1",1,"molecular_function"
"385","GO:0000166","nucleotide binding","CHAFR746836.1.1_0033230.2",1,"molecular_function"
"386","GO:0000166","nucleotide binding","CHAFR746836.1.1_0100440.1",1,"molecular_function"
"387","GO:0000166","nucleotide binding","CHAFR746836.1.1_0089360.1",1,"molecular_function"
"388","GO:0000166","nucleotide binding","CHAFR746836.1.1_0006720.1",1,"molecular_function"
"389","GO:0000166","nucleotide binding","CHAFR746836.1.1_0090040.1",1,"molecular_function"
"390","GO:0000166","nucleotide binding","CHAFR746836.1.1_0072850.1",1,"molecular_function"
"391","GO:0000166","nucleotide binding","CHAFR746836.1.1_0094650.1",1,"molecular_function"
"392","GO:0000166","nucleotide binding","CHAFR746836.1.1_0000240.1",1,"molecular_function"
"393","GO:0000166","nucleotide binding","CHAFR746836.1.1_0016300.1",1,"molecular_function"
"394","GO:0000166","nucleotide binding","CHAFR746836.1.1_0049240.1",1,"molecular_function"
"395","GO:0000166","nucleotide binding","CHAFR746836.1.1_0051480.1",1,"molecular_function"
"396","GO:0000166","nucleotide binding","CHAFR746836.1.1_0054750.1",1,"molecular_function"
"397","GO:0000166","nucleotide binding","CHAFR746836.1.1_0077960.1",1,"molecular_function"
"398","GO:0000166","nucleotide binding","CHAFR746836.1.1_0042940.1",1,"molecular_function"
"399","GO:0000166","nucleotide binding","CHAFR746836.1.1_0027080.1",1,"molecular_function"
"400","GO:0000166","nucleotide binding","CHAFR746836.1.1_0049720.1",1,"molecular_function"
"401","GO:0000166","nucleotide binding","CHAFR746836.1.1_0008700.1",1,"molecular_function"
"402","GO:0000166","nucleotide binding","CHAFR746836.1.1_0070640.1",1,"molecular_function"
"403","GO:0000166","nucleotide binding","CHAFR746836.1.1_0060090.1",1,"molecular_function"
"404","GO:0000166","nucleotide binding","CHAFR746836.1.1_0050770.1",1,"molecular_function"
"405","GO:0000166","nucleotide binding","CHAFR746836.1.1_0053570.1",1,"molecular_function"
"406","GO:0000166","nucleotide binding","CHAFR746836.1.1_0038600.1",1,"molecular_function"
"407","GO:0000166","nucleotide binding","CHAFR746836.1.1_0064960.1",1,"molecular_function"
"408","GO:0000166","nucleotide binding","CHAFR746836.1.1_0024400.1",1,"molecular_function"
"409","GO:0000166","nucleotide binding","CHAFR746836.1.1_0096110.1",1,"molecular_function"
"410","GO:0000166","nucleotide binding","CHAFR746836.1.1_0022690.1",1,"molecular_function"
"411","GO:0000166","nucleotide binding","CHAFR746836.1.1_0082500.1",1,"molecular_function"
"412","GO:0000166","nucleotide binding","CHAFR746836.1.1_0083190.1",1,"molecular_function"
"413","GO:0000166","nucleotide binding","CHAFR746836.1.1_0027070.1",1,"molecular_function"
"414","GO:0000166","nucleotide binding","CHAFR746836.1.1_0007260.1",1,"molecular_function"
"415","GO:0000166","nucleotide binding","CHAFR746836.1.1_0070900.1",1,"molecular_function"
"416","GO:0000166","nucleotide binding","CHAFR746836.1.1_0042630.1",1,"molecular_function"
"417","GO:0000166","nucleotide binding","CHAFR746836.1.1_0004940.1",1,"molecular_function"
"418","GO:0000166","nucleotide binding","CHAFR746836.1.1_0066870.1",1,"molecular_function"
"419","GO:0000166","nucleotide binding","CHAFR746836.1.1_0019640.1",1,"molecular_function"
"420","GO:0000166","nucleotide binding","CHAFR746836.1.1_0075250.1",1,"molecular_function"
"421","GO:0000166","nucleotide binding","CHAFR746836.1.1_0024180.1",1,"molecular_function"
"422","GO:0000166","nucleotide binding","CHAFR746836.1.1_0050510.1",1,"molecular_function"
"423","GO:0000166","nucleotide binding","CHAFR746836.1.1_0000520.1",1,"molecular_function"
"424","GO:0000166","nucleotide binding","CHAFR746836.1.1_0038230.1",1,"molecular_function"
"425","GO:0000166","nucleotide binding","CHAFR746836.1.1_0101700.1",1,"molecular_function"
"426","GO:0000172","ribonuclease MRP complex","CHAFR746836.1.1_0028990.1",1,"cellular_component"
"427","GO:0000176","nuclear exosome (RNase complex)","CHAFR746836.1.1_0078670.1",1,"cellular_component"
"428","GO:0000178","exosome (RNase complex)","CHAFR746836.1.1_0068700.1",1,"cellular_component"
"429","GO:0000178","exosome (RNase complex)","CHAFR746836.1.1_0087520.1",1,"cellular_component"
"430","GO:0000178","exosome (RNase complex)","CHAFR746836.1.1_0035130.1",1,"cellular_component"
"431","GO:0000179","rRNA (adenine-N6,N6-)-dimethyltransferase activity","CHAFR746836.1.1_0082460.1",1,"molecular_function"
"432","GO:0000184","nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","CHAFR746836.1.1_0098500.1",1,"biological_process"
"433","GO:0000213","tRNA-intron endonuclease activity","CHAFR746836.1.1_0013160.1",1,"molecular_function"
"434","GO:0000213","tRNA-intron endonuclease activity","CHAFR746836.1.1_0089580.1",1,"molecular_function"
"435","GO:0000213","tRNA-intron endonuclease activity","CHAFR746836.1.1_0029750.1",1,"molecular_function"
"436","GO:0000214","tRNA-intron endonuclease complex","CHAFR746836.1.1_0029750.1",1,"cellular_component"
"437","GO:0000220","vacuolar proton-transporting V-type ATPase, V0 domain","CHAFR746836.1.1_0096000.1",1,"cellular_component"
"438","GO:0000221","vacuolar proton-transporting V-type ATPase, V1 domain","CHAFR746836.1.1_0073160.1",1,"cellular_component"
"439","GO:0000226","microtubule cytoskeleton organization","CHAFR746836.1.1_0041910.1",1,"biological_process"
"440","GO:0000226","microtubule cytoskeleton organization","CHAFR746836.1.1_0034820.1",1,"biological_process"
"441","GO:0000226","microtubule cytoskeleton organization","CHAFR746836.1.1_0082470.1",1,"biological_process"
"442","GO:0000226","microtubule cytoskeleton organization","CHAFR746836.1.1_0100730.1",1,"biological_process"
"443","GO:0000226","microtubule cytoskeleton organization","CHAFR746836.1.1_0088050.1",1,"biological_process"
"444","GO:0000226","microtubule cytoskeleton organization","CHAFR746836.1.1_0081690.1",1,"biological_process"
"445","GO:0000228","nuclear chromosome","CHAFR746836.1.1_0006830.1",1,"cellular_component"
"446","GO:0000228","nuclear chromosome","CHAFR746836.1.1_0026270.1",1,"cellular_component"
"447","GO:0000228","nuclear chromosome","CHAFR746836.1.1_0000720.1",1,"cellular_component"
"448","GO:0000244","assembly of spliceosomal tri-snRNP","CHAFR746836.1.1_0019680.1",1,"biological_process"
"449","GO:0000256","allantoin catabolic process","CHAFR746836.1.1_0004530.1",1,"biological_process"
"450","GO:0000256","allantoin catabolic process","CHAFR746836.1.1_0066610.1",1,"biological_process"
"451","GO:0000262","mitochondrial chromosome","CHAFR746836.1.1_0032940.1",1,"cellular_component"
"452","GO:0000266","mitochondrial fission","CHAFR746836.1.1_0084450.1",1,"biological_process"
"453","GO:0000272","polysaccharide catabolic process","CHAFR746836.1.1_0057220.1",1,"biological_process"
"454","GO:0000272","polysaccharide catabolic process","CHAFR746836.1.1_0055030.1",1,"biological_process"
"455","GO:0000272","polysaccharide catabolic process","CHAFR746836.1.1_0014980.1",1,"biological_process"
"456","GO:0000275","mitochondrial proton-transporting ATP synthase complex, catalytic core F(1)","CHAFR746836.1.1_0063240.1",1,"cellular_component"
"457","GO:0000276","mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)","CHAFR746836.1.1_0041540.1",1,"cellular_component"
"458","GO:0000276","mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)","CHAFR746836.1.1_0059980.1",1,"cellular_component"
"459","GO:0000276","mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)","CHAFR746836.1.1_0009820.1",1,"cellular_component"
"460","GO:0000282","cellular bud site selection","CHAFR746836.1.1_0033370.1",1,"biological_process"
